id,goals,totalShots,onTargetScoringAttempt,shotOffTarget,totalContest,wonContest,wasFouled,fouls,keyPass,goalAssist,bigChanceCreated,bigChanceMissed,totalCross,accurateCross,totalPass,accuratePass,touches,duelWon,duelLost,hitWoodwork,minutesPlayed,name,world_cups_played,first_world_cup,last_world_cup,matches_played
47033,0.0,1,1.0,0.0,5.0,3.0,9.0,7.0,2.0,0.0,0.0,0.0,14.0,3.0,148.0,115.0,264.0,26.0,19.0,0.0,415.0,Paul Aguilar,2,2010,2014,5
47099,1.0,5,2.0,2.0,2.0,1.0,2.0,7.0,3.0,1.0,1.0,1.0,1.0,0.0,84.0,62.0,127.0,11.0,32.0,0.0,304.0,Teófilo Gutiérrez,1,2014,2014,4
47104,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,13.0,2.0,2.0,0.0,18.0,Gustavo Eliseo Morinigo Vazquez,1,2002,2002,1
47334,0.0,1,0.0,0.0,4.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,93.0,77.0,139.0,15.0,11.0,0.0,146.0,Eduardo Salvio,1,2018,2018,2
47379,0.0,9,0.0,6.0,3.0,2.0,16.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,379.0,305.0,544.0,71.0,47.0,0.0,1020.0,Egidio Arévalo Ríos,2,2010,2014,11
47439,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,114.0,96.0,151.0,9.0,11.0,0.0,270.0,Christian Ramos,1,2018,2018,3
47443,0.0,1,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,133.0,176.0,11.0,9.0,0.0,272.0,Sebastián Coates,3,2014,2022,4
47447,0.0,2,0.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,130.0,104.0,177.0,15.0,9.0,0.0,262.0,Christian Cueva,1,2018,2018,3
47668,0.0,1,0.0,0.0,7.0,4.0,5.0,3.0,4.0,0.0,0.0,0.0,9.0,3.0,72.0,50.0,150.0,15.0,14.0,0.0,270.0,Juan Carlos Paredes,1,2014,2014,3
47741,0.0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,39.0,58.0,7.0,5.0,0.0,90.0,Chris Smalling,1,2014,2014,1
47743,2.0,16,4.0,7.0,38.0,20.0,30.0,13.0,16.0,5.0,1.0,1.0,26.0,7.0,266.0,224.0,472.0,60.0,65.0,1.0,717.0,Juan Cuadrado,2,2014,2018,9
47855,0.0,1,0.0,0.0,1.0,1.0,1.0,8.0,2.0,0.0,1.0,0.0,4.0,1.0,128.0,91.0,242.0,27.0,16.0,0.0,390.0,Henrik Dalsgaard,1,2018,2018,4
47908,0.0,4,3.0,0.0,7.0,5.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,0.0,42.0,40.0,70.0,7.0,4.0,0.0,77.0,Douglas Costa,1,2018,2018,2
48111,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,1.0,0.0,9.0,Rodney Wallace,1,2018,2018,1
48217,0.0,0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,93.0,89.0,123.0,12.0,12.0,0.0,213.0,Guk-yeong Han,1,2014,2014,3
48240,1.0,9,5.0,3.0,6.0,5.0,10.0,5.0,6.0,0.0,1.0,2.0,5.0,0.0,105.0,75.0,181.0,39.0,39.0,0.0,432.0,Yuya Osako,2,2014,2018,6
48241,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,3.0,15.0,2.0,3.0,0.0,28.0,Ju-ho Park,1,2018,2018,1
48243,1.0,3,1.0,2.0,3.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,76.0,67.0,135.0,21.0,16.0,0.0,246.0,Genki Haraguchi,1,2018,2018,3
48335,0.0,3,0.0,2.0,7.0,3.0,5.0,3.0,3.0,0.0,0.0,2.0,11.0,3.0,181.0,130.0,318.0,41.0,31.0,0.0,479.0,Hiroki Sakai,2,2018,2022,6
48411,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,29.0,0.0,10.0,0.0,90.0,Gotoku Sakai,1,2018,2018,1
48428,2.0,2,2.0,0.0,2.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,163.0,125.0,226.0,29.0,9.0,0.0,360.0,Jung Soo Lee,1,2010,2010,4
48437,0.0,3,1.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,32.0,24.0,56.0,5.0,6.0,0.0,68.0,Takashi Usami,1,2018,2018,2
48480,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,14.0,13.0,20.0,2.0,1.0,0.0,17.0,Pascal Groß,1,2026,2026,1
48547,0.0,0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,12.0,3.0,5.0,0.0,37.0,Abel Hernández,1,2014,2014,2
48563,0.0,8,0.0,5.0,5.0,2.0,5.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,70.0,53.0,129.0,17.0,17.0,0.0,181.0,Juraj Kucka,1,2010,2010,3
48578,0.0,5,2.0,2.0,12.0,6.0,3.0,5.0,5.0,0.0,0.0,0.0,4.0,1.0,117.0,92.0,167.0,16.0,18.0,0.0,270.0,Yong Jo Hong,1,2010,2010,3
48611,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,18.0,4.0,6.0,0.0,40.0,Björn Sigurðarson,1,2018,2018,3
48815,0.0,1,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,29.0,21.0,54.0,9.0,10.0,0.0,167.0,Robbie Findley,1,2010,2010,3
48832,1.0,7,1.0,4.0,6.0,2.0,3.0,5.0,7.0,1.0,1.0,2.0,4.0,2.0,75.0,52.0,113.0,6.0,19.0,1.0,204.0,Clinton Mathis,1,2002,2002,3
48896,0.0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,83.0,145.0,10.0,10.0,0.0,211.0,Omar Gonzalez,1,2014,2014,3
48901,0.0,2,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,11.0,6.0,22.0,3.0,4.0,0.0,39.0,Edson Buddle,1,2010,2010,2
48926,0.0,0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,149.0,128.0,219.0,24.0,7.0,0.0,345.0,Matt Besler,1,2014,2014,4
48928,1.0,14,4.0,7.0,20.0,5.0,1.0,6.0,6.0,1.0,3.0,1.0,46.0,7.0,137.0,98.0,265.0,10.0,34.0,0.0,494.0,Claudio López,2,1998,2002,8
48956,0.0,5,0.0,1.0,8.0,5.0,2.0,8.0,2.0,0.0,0.0,0.0,4.0,0.0,117.0,94.0,190.0,27.0,31.0,0.0,360.0,Róger Espinoza,2,2010,2014,5
48973,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,20.0,17.0,31.0,6.0,3.0,0.0,51.0,Chris Wondolowski,1,2014,2014,2
48980,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,22.0,1.0,2.0,0.0,59.0,Brad Davis,1,2014,2014,1
48988,0.0,2,0.0,1.0,3.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,139.0,104.0,209.0,24.0,13.0,0.0,300.0,Geoff Cameron,1,2014,2014,3
49024,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,32.0,27.0,46.0,3.0,5.0,0.0,74.0,Bernard Parker,1,2010,2010,2
49318,0.0,3,0.0,2.0,5.0,1.0,3.0,1.0,5.0,2.0,2.0,0.0,15.0,3.0,97.0,75.0,159.0,10.0,16.0,0.0,258.0,Graham Zusi,1,2014,2014,4
49351,0.0,3,1.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,18.0,12.0,33.0,5.0,5.0,0.0,114.0,Mario Gavranović,1,2018,2018,2
49576,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,35.0,2.0,4.0,0.0,45.0,Lucas Thwala,1,2010,2010,1
49805,0.0,3,1.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,3.0,44.0,31.0,75.0,9.0,5.0,0.0,153.0,Jóhann Guðmundsson,1,2018,2018,2
49855,0.0,2,0.0,1.0,2.0,2.0,1.0,7.0,1.0,0.0,0.0,0.0,7.0,1.0,95.0,83.0,147.0,20.0,22.0,0.0,284.0,Alejandro Bedoya,1,2014,2014,4
50294,0.0,0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,83.0,69.0,111.0,15.0,6.0,0.0,171.0,Luka Milivojević,1,2018,2018,2
50480,0.0,6,2.0,3.0,5.0,2.0,3.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,68.0,50.0,124.0,19.0,32.0,0.0,336.0,Chris Wood,2,2010,2026,6
50605,0.0,10,4.0,5.0,7.0,4.0,2.0,8.0,8.0,0.0,0.0,2.0,5.0,1.0,439.0,370.0,559.0,42.0,28.0,2.0,1019.0,Celso Borges,3,2014,2022,11
50899,1.0,7,2.0,2.0,5.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,78.0,57.0,121.0,10.0,26.0,0.0,349.0,Haris Seferović,3,2014,2022,10
51015,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,9.0,17.0,1.0,1.0,0.0,19.0,Mario Martinez,1,2014,2014,1
51225,1.0,3,1.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,300.0,258.0,387.0,17.0,21.0,0.0,630.0,Domagoj Vida,1,2018,2018,6
51309,0.0,0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,7.0,2.0,48.0,40.0,89.0,5.0,8.0,0.0,159.0,Mensur Mujdža,1,2014,2014,2
51340,0.0,2,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,80.0,121.0,13.0,6.0,0.0,222.0,Laurent Koscielny,1,2014,2014,4
51435,0.0,2,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,36.0,87.0,8.0,14.0,0.0,210.0,Mehdi Mostefa,1,2014,2014,2
51501,1.0,2,1.0,0.0,3.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,97.0,76.0,131.0,14.0,10.0,1.0,243.0,Joël Matip,2,2010,2014,3
51640,3.0,15,8.0,3.0,4.0,0.0,6.0,3.0,8.0,2.0,1.0,0.0,12.0,5.0,92.0,72.0,161.0,13.0,17.0,0.0,347.0,Wahbi Khazri,2,2018,2022,5
51647,0.0,0,0.0,0.0,5.0,3.0,4.0,6.0,2.0,0.0,1.0,0.0,9.0,4.0,107.0,92.0,177.0,13.0,12.0,0.0,262.0,Foued Kadir,1,2010,2010,3
51652,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,96.0,85.0,117.0,13.0,8.0,0.0,149.0,Steven​ N'Zonzi,1,2018,2018,5
51785,1.0,15,3.0,6.0,13.0,6.0,10.0,3.0,2.0,0.0,0.0,1.0,4.0,0.0,95.0,83.0,185.0,22.0,29.0,0.0,417.0,Emil Forsberg,1,2018,2018,5
51793,1.0,4,3.0,1.0,9.0,3.0,3.0,6.0,5.0,1.0,1.0,1.0,1.0,0.0,78.0,56.0,139.0,14.0,28.0,0.0,303.0,Oribe Peralta,2,2014,2018,5
51948,0.0,4,1.0,3.0,10.0,5.0,3.0,0.0,3.0,0.0,1.0,1.0,18.0,2.0,55.0,46.0,105.0,11.0,7.0,0.0,149.0,Pablo Barrera,1,2010,2010,3
51990,0.0,1,0.0,0.0,3.0,3.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,126.0,103.0,182.0,18.0,11.0,0.0,235.0,Efraín Juárez,1,2010,2010,3
52068,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,7.0,0.0,3.0,0.0,14.0,Joao Rojas,1,2014,2014,1
52706,0.0,0,0.0,0.0,2.0,1.0,2.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,83.0,68.0,121.0,11.0,17.0,0.0,225.0,Mohammed Rabiu,1,2014,2014,3
52740,0.0,2,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,14.0,11.0,22.0,4.0,5.0,0.0,27.0,Mubarak Wakaso,1,2014,2014,2
52797,0.0,6,0.0,2.0,7.0,5.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,86.0,67.0,149.0,16.0,23.0,0.0,331.0,Ryan Mendes,1,2026,2026,4
53330,0.0,15,8.0,7.0,13.0,4.0,7.0,22.0,8.0,1.0,1.0,4.0,0.0,0.0,139.0,84.0,229.0,48.0,71.0,0.0,450.0,Ali Daei,2,1998,2006,5
53825,0.0,2,0.0,2.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,108.0,128.0,10.0,2.0,0.0,94.0,Thiago Alcântara,1,2018,2018,2
53977,1.0,1,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15.0,24.0,4.0,2.0,0.0,22.0,Kamil Kopúnek,1,2010,2010,2
54138,0.0,3,0.0,3.0,8.0,4.0,1.0,13.0,1.0,0.0,0.0,0.0,16.0,4.0,132.0,86.0,219.0,24.0,26.0,0.0,270.0,Amir Karic,1,2002,2002,3
54429,0.0,1,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,43.0,35.0,67.0,6.0,4.0,0.0,108.0,Artur Jędrzejczyk,2,2018,2022,2
54686,0.0,2,1.0,0.0,16.0,5.0,4.0,3.0,5.0,0.0,0.0,0.0,7.0,0.0,73.0,57.0,135.0,12.0,27.0,0.0,228.0,Jefferson Montero,1,2014,2014,3
55123,0.0,1,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,53.0,69.0,12.0,9.0,0.0,101.0,Pontus Jansson,1,2018,2018,2
55392,0.0,1,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,95.0,146.0,19.0,7.0,0.0,180.0,Toni Šunjić,1,2014,2014,2
57076,1.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,62.0,102.0,6.0,3.0,0.0,270.0,Bongani Khumalo,1,2010,2010,3
57857,0.0,4,1.0,2.0,2.0,1.0,0.0,4.0,5.0,1.0,2.0,1.0,3.0,0.0,42.0,30.0,81.0,10.0,15.0,0.0,212.0,Nicolai Jørgensen,1,2018,2018,3
58682,0.0,2,1.0,1.0,6.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,75.0,63.0,107.0,10.0,20.0,0.0,209.0,Oleg Shatov,1,2014,2014,3
58994,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0,4.0,0.0,12.0,Denis Odoi,1,2022,2022,1
59574,0.0,0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,160.0,211.0,12.0,9.0,0.0,270.0,Steven Vitória,1,2022,2022,3
61311,0.0,3,3.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,76.0,60.0,111.0,6.0,20.0,0.0,230.0,Mladen Rudonja,1,2002,2002,3
61973,0.0,1,0.0,1.0,2.0,1.0,1.0,7.0,3.0,0.0,0.0,0.0,14.0,3.0,58.0,48.0,101.0,8.0,14.0,0.0,187.0,Samuel Inkoom,1,2010,2010,2
64385,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,23.0,2.0,7.0,0.0,67.0,Aron Jóhansson,1,2014,2014,1
65953,5.0,37,11.0,12.0,28.0,10.0,33.0,18.0,34.0,2.0,6.0,3.0,60.0,13.0,423.0,347.0,666.0,52.0,78.0,1.0,981.0,Xherdan Shaqiri,4,2010,2022,12
66471,0.0,5,2.0,3.0,6.0,4.0,1.0,5.0,3.0,0.0,0.0,1.0,2.0,0.0,67.0,49.0,114.0,13.0,19.0,1.0,353.0,Martin Braithwaite,2,2018,2022,6
66477,0.0,4,0.0,3.0,4.0,1.0,4.0,12.0,3.0,1.0,0.0,0.0,1.0,1.0,196.0,158.0,255.0,30.0,30.0,0.0,412.0,Thomas Delaney,2,2018,2022,5
66492,0.0,2,0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,227.0,202.0,252.0,6.0,5.0,0.0,278.0,David Alaba,1,2026,2026,4
66518,2.0,10,7.0,1.0,17.0,2.0,7.0,6.0,4.0,0.0,2.0,1.0,6.0,5.0,150.0,127.0,234.0,22.0,33.0,0.0,291.0,Mario Götze,2,2014,2022,8
66721,0.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,13.0,28.0,8.0,4.0,0.0,71.0,Jón Daði Böðvarsson,1,2018,2018,1
67647,3.0,22,6.0,7.0,15.0,9.0,7.0,3.0,11.0,0.0,0.0,2.0,15.0,4.0,321.0,280.0,446.0,22.0,31.0,0.0,883.0,Andrej Kramarić,3,2018,2026,17
67769,0.0,11,3.0,4.0,14.0,6.0,12.0,25.0,23.0,3.0,6.0,0.0,85.0,17.0,752.0,614.0,1155.0,98.0,61.0,0.0,1628.0,Ricardo Rodríguez,4,2014,2026,18
68332,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,44.0,65.0,3.0,6.0,0.0,92.0,Nemanja Gudelj,1,2022,2022,2
68921,0.0,5,4.0,1.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,40.0,35.0,64.0,3.0,9.0,0.0,128.0,Izet Hajrović,1,2014,2014,2
69256,1.0,4,1.0,2.0,6.0,4.0,6.0,7.0,28.0,1.0,5.0,0.0,62.0,23.0,452.0,365.0,698.0,53.0,22.0,0.0,781.0,Kieran Trippier,2,2018,2022,9
69367,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,10.0,3.0,1.0,0.0,13.0,Filip Đuričić,1,2022,2022,2
69404,1.0,1,1.0,0.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,5.0,2.0,86.0,83.0,124.0,10.0,8.0,0.0,160.0,Nacho Fernández,1,2018,2018,2
70492,3.0,15,8.0,2.0,10.0,5.0,2.0,7.0,3.0,1.0,1.0,4.0,6.0,1.0,120.0,96.0,199.0,18.0,23.0,0.0,244.0,Andre Schürrle,1,2014,2014,6
70530,0.0,6,1.0,5.0,3.0,2.0,2.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,219.0,185.0,339.0,30.0,18.0,0.0,570.0,Jonathan Mensah,2,2010,2014,6
70623,0.0,2,0.0,1.0,7.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,11.0,2.0,122.0,102.0,193.0,9.0,12.0,0.0,200.0,Josip Pivarić,1,2018,2018,4
70630,0.0,5,0.0,4.0,8.0,2.0,8.0,14.0,6.0,1.0,1.0,0.0,38.0,8.0,349.0,274.0,584.0,29.0,39.0,0.0,755.0,Šime Vrsaljko,2,2014,2018,8
70996,3.0,50,14.0,19.0,39.0,18.0,10.0,11.0,53.0,4.0,7.0,0.0,94.0,30.0,799.0,635.0,1162.0,66.0,75.0,1.0,1587.0,Kevin De Bruyne,4,2014,2026,18
72999,0.0,6,2.0,2.0,5.0,4.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,1.0,103.0,84.0,156.0,22.0,13.0,0.0,228.0,Younès Belhanda,1,2018,2018,3
73094,0.0,2,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,37.0,31.0,59.0,2.0,3.0,0.0,90.0,Dany Nounkeu,1,2014,2014,2
73188,0.0,2,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,74.0,136.0,16.0,7.0,0.0,270.0,John Boye,1,2014,2014,3
74069,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,5.0,0.0,1.0,0.0,4.0,Diafra Sakho,1,2018,2018,1
74545,0.0,6,1.0,5.0,5.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,4.0,1.0,128.0,107.0,176.0,16.0,12.0,0.0,270.0,Leandro Bacuna,1,2026,2026,3
74915,0.0,6,1.0,5.0,6.0,6.0,17.0,26.0,4.0,1.0,1.0,0.0,8.0,1.0,1190.0,1074.0,1463.0,102.0,65.0,0.0,1543.0,Nicolás Otamendi,4,2010,2026,21
75756,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,64.0,55.0,80.0,4.0,7.0,0.0,124.0,Kenny McLean,1,2026,2026,3
76122,0.0,1,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,46.0,10.0,5.0,0.0,56.0,Marco Parolo,1,2014,2014,2
76227,1.0,3,1.0,1.0,2.0,1.0,14.0,9.0,5.0,0.0,1.0,1.0,1.0,0.0,301.0,239.0,391.0,44.0,27.0,0.0,604.0,Grzegorz Krychowiak,2,2018,2022,7
77034,0.0,2,0.0,1.0,0.0,0.0,4.0,1.0,6.0,2.0,1.0,1.0,13.0,7.0,59.0,40.0,98.0,8.0,5.0,0.0,125.0,Carlos Sánchez,1,2018,2018,3
78659,0.0,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,10.0,2.0,0.0,0.0,14.0,David Wotherspoon,1,2022,2022,1
78893,8.0,30,14.0,8.0,19.0,10.0,3.0,16.0,10.0,2.0,0.0,9.0,1.0,1.0,187.0,141.0,306.0,37.0,65.0,1.0,942.0,Romelu Lukaku,4,2014,2026,18
79853,0.0,1,0.0,1.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,34.0,67.0,8.0,10.0,0.0,37.0,Javier Pastore,1,2010,2010,3
80008,0.0,16,4.0,10.0,14.0,8.0,6.0,3.0,10.0,0.0,1.0,1.0,30.0,7.0,201.0,156.0,351.0,29.0,28.0,0.0,674.0,Miguel Layún,2,2014,2018,8
80852,0.0,3,1.0,1.0,5.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,16.0,51.0,11.0,12.0,0.0,99.0,Maksim Kanunnikov,1,2014,2014,2
82011,0.0,12,3.0,7.0,20.0,12.0,3.0,3.0,9.0,2.0,2.0,1.0,8.0,0.0,80.0,60.0,175.0,30.0,35.0,0.0,360.0,Emmanuel Emenike,1,2014,2014,4
83951,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,4.0,0.0,1.0,0.0,8.0,Alberto Quintero,1,2026,2026,1
84539,0.0,3,0.0,2.0,4.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,13.0,4.0,459.0,422.0,539.0,20.0,11.0,0.0,414.0,Koke,3,2014,2022,7
84835,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,23.0,33.0,2.0,2.0,0.0,35.0,Jonathan Dos Santos,1,2018,2018,1
84854,0.0,1,0.0,1.0,2.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,4.0,1.0,155.0,143.0,214.0,14.0,6.0,1.0,199.0,Alex Sandro,2,2022,2026,4
85859,4.0,35,15.0,14.0,28.0,16.0,25.0,11.0,39.0,5.0,10.0,3.0,77.0,28.0,621.0,496.0,936.0,83.0,78.0,3.0,1402.0,Antoine Griezmann,3,2014,2022,19
88518,0.0,4,1.0,2.0,14.0,8.0,4.0,3.0,6.0,0.0,0.0,2.0,12.0,4.0,52.0,36.0,120.0,16.0,24.0,0.0,238.0,Benjamin Moukandjo,1,2014,2014,3
88645,1.0,9,2.0,3.0,3.0,1.0,0.0,3.0,5.0,2.0,2.0,0.0,4.0,0.0,49.0,39.0,83.0,4.0,9.0,0.0,169.0,Mislav Oršić,1,2022,2022,6
89894,0.0,1,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,59.0,52.0,87.0,7.0,5.0,0.0,132.0,Shkodran Mustafi,1,2014,2014,3
91046,1.0,5,2.0,3.0,5.0,4.0,2.0,10.0,1.0,0.0,1.0,3.0,2.0,0.0,388.0,320.0,497.0,47.0,23.0,2.0,677.0,Stefan de Vrij,1,2014,2014,7
93172,0.0,0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,38.0,83.0,5.0,6.0,0.0,138.0,Lee Addy,1,2010,2010,3
93868,0.0,0,0.0,0.0,1.0,0.0,5.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,182.0,165.0,238.0,16.0,12.0,0.0,270.0,Phil Jones,2,2014,2018,3
93953,1.0,2,2.0,0.0,7.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0,4.0,2.0,87.0,70.0,128.0,8.0,20.0,0.0,275.0,Hassan Al Haydos,2,2022,2026,5
94226,1.0,6,4.0,1.0,2.0,0.0,3.0,6.0,3.0,1.0,0.0,1.0,1.0,0.0,57.0,35.0,91.0,9.0,17.0,0.0,242.0,Marko Livaja,1,2022,2022,6
94286,0.0,3,0.0,2.0,3.0,1.0,2.0,3.0,9.0,0.0,3.0,0.0,11.0,5.0,89.0,70.0,143.0,10.0,13.0,0.0,203.0,Thorgan Hazard,2,2018,2022,4
94287,0.0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,15.0,0.0,4.0,0.0,30.0,Viktor Fischer,1,2018,2018,1
94758,0.0,3,2.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,143.0,111.0,192.0,16.0,6.0,0.0,239.0,Ben Davies,1,2022,2022,3
94770,0.0,2,0.0,2.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,66.0,31.0,139.0,17.0,17.0,0.0,270.0,Hörður Magnússon,1,2018,2018,3
94796,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,Arnór Traustason,1,2018,2018,1
