id,goals,totalShots,onTargetScoringAttempt,shotOffTarget,totalContest,wonContest,wasFouled,fouls,keyPass,goalAssist,bigChanceCreated,bigChanceMissed,totalCross,accurateCross,totalPass,accuratePass,touches,duelWon,duelLost,hitWoodwork,totalOppositionHalfPasses,accurateOppositionHalfPasses,minutesPlayed,name,world_cups_played,first_world_cup,last_world_cup,matches_played,goals_per90,totalShots_per90,onTargetScoringAttempt_per90,totalContest_per90,wonContest_per90,wasFouled_per90,keyPass_per90,goalAssist_per90,bigChanceCreated_per90,totalCross_per90,accurateCross_per90,totalPass_per90,accuratePass_per90,totalOppositionHalfPasses_per90,accurateOppositionHalfPasses_per90,touches_per90,finisher_score,dribbler_score,chance_creator_score,play_organizer_score,finisher_score_elite_90,dribbler_score_elite_90,chance_creator_score_elite_90,play_organizer_score_elite_90,n_elite_roles_90,finisher_score_elite_95,dribbler_score_elite_95,chance_creator_score_elite_95,play_organizer_score_elite_95,n_elite_roles_95,finisher_score_elite_99,dribbler_score_elite_99,chance_creator_score_elite_99,play_organizer_score_elite_99,n_elite_roles_99,finisher_score_elite_85,dribbler_score_elite_85,chance_creator_score_elite_85,play_organizer_score_elite_85,n_elite_roles_85,role_score_range,role_score_std,role_score_avg
1421994,0.0,8,2.0,5.0,3.0,1.0,0.0,7.0,2.0,0.0,0.0,1.0,9.0,2.0,184.0,156.0,250.0,11.0,17.0,0.0,100.0,77.0,421.0,Kaïs Ghodhbane,3,1998,2006,8,0.0,1.7102137767220902,0.4275534441805225,0.6413301662707838,0.2137767220902612,0.0,0.4275534441805225,0.0,0.0,1.9239904988123515,0.4275534441805225,39.33491686460808,33.34916864608076,21.377672209026127,16.46080760095012,53.44418052256532,54.82315112540192,16.907824222936764,44.20418006430869,53.360128617363344,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,37.915326902465154,17.583533791507598,42.32382100750268
1421997,0.0,2,0.0,2.0,4.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,4.0,1.0,119.0,99.0,166.0,13.0,24.0,0.0,65.0,48.0,270.0,Sirajeddine Chihi,1,1998,1998,3,0.0,0.6666666666666666,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.3333333333333333,0.3333333333333333,39.66666666666666,33.0,21.666666666666668,16.0,55.333333333333336,28.70444801714898,35.972668810289385,40.18488745980707,54.22427652733119,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,25.51982851018221,10.738783241445184,39.77157020364416
1421998,0.0,0,0.0,0.0,11.0,2.0,11.0,7.0,7.0,0.0,0.0,0.0,6.0,1.0,81.0,49.0,135.0,23.0,35.0,0.0,60.0,36.0,339.0,Adel Sellimi,2,1998,2002,5,0.0,0.0,0.0,2.920353982300885,0.5309734513274337,2.920353982300885,1.8584070796460177,0.0,0.0,1.592920353982301,0.2654867256637168,21.504424778761063,13.008849557522124,15.929203539823009,9.557522123893806,35.84070796460177,17.85235798499464,70.7395498392283,51.41077170418007,13.577170418006432,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,57.16237942122187,27.407450468011845,38.39496248660236
1422002,0.0,8,1.0,5.0,4.0,1.0,6.0,5.0,5.0,0.0,1.0,0.0,9.0,1.0,132.0,94.0,202.0,17.0,24.0,0.0,93.0,60.0,278.0,Zoubaier Baya,2,1998,2002,6,0.0,2.5899280575539567,0.3237410071942446,1.2949640287769784,0.3237410071942446,1.9424460431654675,1.618705035971223,0.0,0.3237410071942446,2.913669064748201,0.3237410071942446,42.73381294964029,30.43165467625899,30.107913669064747,19.42446043165468,65.39568345323741,56.75911039657021,50.81725616291533,65.42202572347267,67.90192926045015,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,17.084673097534818,7.883788303895366,60.22508038585209
1422003,0.0,3,1.0,2.0,3.0,0.0,12.0,7.0,5.0,0.0,1.0,0.0,27.0,7.0,212.0,167.0,356.0,38.0,26.0,0.0,117.0,77.0,418.0,Jörg Heinrich,1,1998,1998,5,0.0,0.6459330143540669,0.2153110047846889,0.6459330143540669,0.0,2.583732057416268,1.076555023923445,0.0,0.2153110047846889,5.813397129186602,1.507177033492823,45.645933014354064,35.95693779904306,25.19138755980861,16.57894736842105,76.65071770334927,37.05787781350482,41.67336548767417,70.56672025723473,71.38263665594856,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,34.32475884244374,18.34953855173767,55.17015005359056
1422006,4.0,28,12.0,15.0,3.0,2.0,18.0,19.0,10.0,1.0,1.0,4.0,5.0,1.0,151.0,100.0,247.0,69.0,55.0,3.0,123.0,77.0,526.0,Oliver Bierhoff,2,1998,2002,10,0.6844106463878328,4.790874524714829,2.0532319391634983,0.5133079847908746,0.3422053231939164,3.0798479087452475,1.711026615969582,0.1711026615969582,0.1711026615969582,0.855513307984791,0.1711026615969582,25.83650190114069,17.11026615969582,21.045627376425852,13.17490494296578,42.26235741444867,98.57984994640942,50.93783494105037,61.997588424437296,27.09807073954984,True,False,False,False,1,True,False,False,False,1,False,False,False,False,0,True,False,False,False,1,71.48177920685958,29.757767962535503,59.65333601286173
1422010,0.0,4,1.0,3.0,9.0,6.0,1.0,12.0,13.0,3.0,3.0,0.0,43.0,7.0,196.0,144.0,365.0,35.0,30.0,0.0,119.0,78.0,519.0,Christian Ziege,2,1998,2002,9,0.0,0.6936416184971098,0.1734104046242774,1.560693641618497,1.0404624277456649,0.1734104046242774,2.254335260115607,0.5202312138728323,0.5202312138728323,7.456647398843931,1.213872832369942,33.98843930635838,24.971098265895957,20.63583815028902,13.52601156069364,63.29479768786127,37.34592711682744,40.70203644158628,93.57315112540192,46.430868167202576,False,False,True,False,1,False,False,False,False,0,False,False,False,False,0,False,False,True,False,1,56.22722400857448,26.308853811913277,54.51299571275456
1422014,0.0,1,0.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,134.0,102.0,189.0,21.0,18.0,1.0,71.0,46.0,270.0,David Régis,1,1998,1998,3,0.0,0.3333333333333333,0.0,0.0,0.0,2.333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,44.66666666666666,34.0,23.666666666666668,15.333333333333334,63.0,23.419078242229364,32.58306538049303,24.92363344051447,62.33922829581994,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,38.920150053590575,18.131563855773624,35.8162513397642
1422021,0.0,1,0.0,0.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,142.0,238.0,33.0,15.0,0.0,75.0,54.0,360.0,Liviu Ciobotariu,1,1998,1998,4,0.0,0.25,0.0,0.75,0.5,1.0,0.0,0.0,0.0,0.0,0.0,42.5,35.5,18.75,13.5,59.5,21.422829581993568,38.866559485530544,18.938906752411576,54.07556270096463,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,35.136655948553056,16.430825398255447,33.32596463022508
1422022,0.0,0,0.0,0.0,6.0,4.0,6.0,9.0,2.0,0.0,0.0,0.0,1.0,1.0,152.0,128.0,218.0,29.0,17.0,0.0,73.0,52.0,270.0,Iulian Filipescu,1,1998,1998,3,0.0,0.0,0.0,2.0,1.3333333333333333,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,50.66666666666666,42.66666666666666,24.33333333333333,17.333333333333332,72.66666666666667,17.85235798499464,71.80466237942123,38.36816720257234,74.7829581993569,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,56.93060021436226,27.42527617170342,50.70203644158628
1422024,1.0,19,7.0,7.0,20.0,12.0,10.0,4.0,1.0,0.0,0.0,2.0,7.0,1.0,94.0,67.0,205.0,30.0,35.0,1.0,82.0,55.0,315.0,Adrian Ilie,1,1998,1998,4,0.2857142857142857,5.428571428571429,2.0,5.714285714285714,3.4285714285714284,2.857142857142857,0.2857142857142857,0.0,0.0,2.0,0.2857142857142857,26.857142857142858,19.142857142857142,23.428571428571427,15.714285714285714,58.57142857142857,94.15862808145766,94.82181136120045,40.55064308681672,41.02491961414791,True,True,False,False,2,False,False,False,False,0,False,False,False,False,0,True,True,False,False,2,54.271168274383726,31.00690386627923,67.63900053590568
1422031,0.0,1,0.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,70.0,126.0,18.0,11.0,0.0,18.0,10.0,270.0,Jorge Bermúdez,1,1998,1998,3,0.0,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,27.0,23.33333333333333,6.0,3.333333333333333,42.0,23.419078242229364,22.82288317256163,18.938906752411576,12.813504823151126,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,10.605573419078238,4.879370256973471,19.49859324758842
1422040,0.0,1,0.0,1.0,11.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,14.0,0.0,157.0,121.0,271.0,28.0,22.0,0.0,77.0,52.0,350.0,Ahmed Al-Dokhi,3,1998,2006,6,0.0,0.2571428571428572,0.0,2.8285714285714287,1.8,1.0285714285714287,0.0,0.0,0.0,3.6,0.0,40.371428571428574,31.114285714285717,19.8,13.371428571428572,69.68571428571428,21.838156484458736,67.87915326902466,33.737942122186496,55.94453376205788,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,46.04099678456592,20.86826419820153,44.84994640943194
1422043,0.0,18,3.0,14.0,14.0,5.0,14.0,8.0,9.0,0.0,0.0,0.0,10.0,1.0,249.0,185.0,377.0,25.0,36.0,0.0,188.0,132.0,459.0,Nawaf Al Temyat,3,1998,2006,6,0.0,3.5294117647058827,0.5882352941176471,2.7450980392156863,0.9803921568627452,2.7450980392156863,1.7647058823529411,0.0,0.0,1.9607843137254903,0.196078431372549,48.82352941176471,36.27450980392157,36.86274509803922,25.88235294117647,73.92156862745098,65.46087888531618,75.5225080385852,50.928456591639865,82.65273311897106,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,31.72427652733119,13.75416521271958,68.64114415862808
1422044,0.0,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,140.0,222.0,18.0,9.0,0.0,56.0,40.0,360.0,René Henriksen,1,2002,2002,4,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,41.25,35.0,14.0,10.0,55.5,17.85235798499464,21.456323687031084,18.938906752411576,42.84967845659164,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,24.997320471597,11.813739203337075,25.27431672025724
1422048,0.0,2,1.0,1.0,4.0,1.0,4.0,7.0,7.0,1.0,1.0,0.0,15.0,6.0,167.0,126.0,264.0,24.0,18.0,0.0,97.0,69.0,377.0,Stig Tøfting,2,1998,2002,6,0.0,0.4774535809018567,0.2387267904509283,0.9549071618037136,0.2387267904509283,0.9549071618037136,1.6710875331564985,0.2387267904509283,0.2387267904509283,3.580901856763925,1.4323607427055702,39.86737400530504,30.079575596816973,23.156498673740053,16.47214854111406,63.02387267904509,35.67122186495177,33.28644158628081,82.35530546623795,58.17122186495177,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,49.06886387995714,22.918726750358008,52.371047695605576
1422077,0.0,10,6.0,1.0,26.0,11.0,10.0,10.0,9.0,1.0,3.0,1.0,16.0,6.0,203.0,166.0,317.0,26.0,46.0,0.0,148.0,117.0,457.0,Sylvain Wiltord,2,2002,2006,10,0.0,1.9693654266958425,1.1816192560175056,5.12035010940919,2.166301969365427,1.9693654266958425,1.7724288840262583,0.1969365426695842,0.5908096280087528,3.1509846827133483,1.1816192560175056,39.97811816192561,32.691466083150985,29.14660831509847,23.04157549234136,62.42888402625821,65.08574490889603,86.0061629153269,84.86736334405144,68.07877813504824,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,True,False,False,1,20.920418006430864,10.96387685467749,76.00951232583066
1422102,1.0,7,1.0,4.0,0.0,0.0,4.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,292.0,243.0,421.0,44.0,19.0,0.0,121.0,87.0,630.0,Thomas Linke,1,2002,2002,7,0.1428571428571428,1.0,0.1428571428571428,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,41.71428571428572,34.714285714285715,17.285714285714285,12.428571428571429,60.142857142857146,52.297695605573416,10.47695605573419,25.188906752411576,51.03295819935691,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,41.82073954983922,20.44220725332524,34.749129153269024
1422103,0.0,3,0.0,3.0,2.0,2.0,26.0,23.0,2.0,0.0,0.0,1.0,2.0,0.0,368.0,322.0,571.0,95.0,45.0,0.0,103.0,78.0,1200.0,Christoph Metzelder,2,2002,2006,13,0.0,0.2249999999999999,0.0,0.15,0.15,1.95,0.15,0.0,0.0,0.15,0.0,27.6,24.15,7.725,5.85,42.825,20.7529474812433,34.632904608788856,22.556270096463024,15.450160771704182,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,19.182743837084672,8.105267223658043,23.34807073954984
1422107,1.0,7,3.0,3.0,4.0,0.0,5.0,3.0,4.0,0.0,0.0,0.0,8.0,1.0,75.0,53.0,152.0,17.0,19.0,0.0,45.0,29.0,324.0,Marco Bode,1,2002,2002,6,0.2777777777777778,1.9444444444444444,0.8333333333333333,1.1111111111111112,0.0,1.3888888888888888,1.1111111111111112,0.0,0.0,2.2222222222222223,0.2777777777777778,20.83333333333333,14.72222222222222,12.5,8.055555555555555,42.22222222222222,79.12647374062165,36.93060021436227,49.34887459807074,11.213826366559484,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,67.91264737406216,28.209296230911814,44.154943729903536
1422114,2.0,16,7.0,6.0,7.0,2.0,16.0,11.0,18.0,1.0,4.0,2.0,30.0,10.0,122.0,107.0,241.0,24.0,35.0,1.0,90.0,80.0,504.0,Oliver Neuville,2,2002,2006,13,0.3571428571428571,2.857142857142857,1.25,1.25,0.3571428571428571,2.857142857142857,3.2142857142857144,0.1785714285714285,0.7142857142857143,5.357142857142858,1.7857142857142858,21.78571428571429,19.107142857142858,16.071428571428573,14.285714285714286,43.03571428571429,89.18810289389069,57.66345123258306,92.49598070739547,23.569131832797428,False,False,True,False,1,False,False,False,False,0,False,False,False,False,0,True,False,True,False,2,68.92684887459805,32.19372778177245,65.72916666666666
1422123,0.0,4,1.0,2.0,13.0,5.0,10.0,3.0,2.0,0.0,0.0,0.0,7.0,1.0,171.0,127.0,242.0,24.0,23.0,0.0,102.0,68.0,323.0,Abdulaziz Al Khathran,2,2002,2006,5,0.0,1.1145510835913313,0.2786377708978328,3.6222910216718263,1.393188854489164,2.786377708978328,0.5572755417956656,0.0,0.0,1.9504643962848296,0.2786377708978328,47.64705882352941,35.38699690402477,28.421052631578945,18.94736842105263,67.43034055727554,45.773043944265815,83.42711682743838,43.327974276527335,72.76527331189712,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,40.09914255091105,19.87577824801698,61.32335209003216
1422127,1.0,4,1.0,3.0,0.0,0.0,2.0,8.0,7.0,1.0,1.0,0.0,1.0,0.0,193.0,170.0,238.0,14.0,23.0,0.0,102.0,85.0,390.0,Matt Holland,1,2002,2002,4,0.2307692307692307,0.9230769230769232,0.2307692307692307,0.0,0.0,0.4615384615384615,1.6153846153846154,0.2307692307692307,0.2307692307692307,0.2307692307692307,0.0,44.53846153846154,39.23076923076923,23.53846153846154,19.615384615384617,54.92307692307693,56.939978563772776,8.909431939978564,54.92363344051447,64.4895498392283,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,55.58011789924974,25.27508339098236,46.315648445873535
1422128,0.0,4,0.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,248.0,218.0,287.0,10.0,19.0,0.0,129.0,104.0,389.0,Mark Kinsella,1,2002,2002,4,0.0,0.9254498714652956,0.0,0.9254498714652956,0.2313624678663239,0.2313624678663239,0.2313624678663239,0.0,0.0,0.6940874035989718,0.0,57.37789203084833,50.43701799485861,29.845758354755787,24.061696658097688,66.40102827763496,31.812700964630224,21.62379421221865,27.483922829581992,83.7942122186495,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,62.17041800643085,28.71553053487267,41.178657556270096
1422129,1.0,6,2.0,2.0,28.0,14.0,20.0,11.0,3.0,0.0,0.0,1.0,22.0,0.0,82.0,68.0,202.0,37.0,46.0,0.0,66.0,52.0,390.0,Damien Duff,1,2002,2002,4,0.2307692307692307,1.3846153846153848,0.4615384615384615,6.461538461538462,3.230769230769231,4.615384615384616,0.6923076923076924,0.0,0.0,5.0769230769230775,0.0,18.923076923076923,15.692307692307692,15.230769230769232,12.0,46.61538461538462,68.4954448017149,97.29367631296893,43.39228295819936,18.89871382636656,False,True,False,False,1,False,True,False,False,1,False,False,False,False,0,False,True,False,False,1,78.39496248660237,33.628370802339724,57.02002947481244
1422149,0.0,1,0.0,1.0,5.0,3.0,3.0,5.0,1.0,0.0,0.0,0.0,5.0,1.0,125.0,87.0,213.0,27.0,14.0,0.0,76.0,43.0,270.0,Cyril Nzama,1,2002,2002,3,0.0,0.3333333333333333,0.0,1.6666666666666667,1.0,1.0,0.3333333333333333,0.0,0.0,1.6666666666666667,0.3333333333333333,41.66666666666666,29.0,25.33333333333333,14.333333333333334,71.0,23.419078242229364,53.845123258306536,41.40273311897106,61.41881028938907,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,37.99973204715971,16.598074302506692,45.02143622722401
1422150,0.0,10,1.0,5.0,9.0,6.0,3.0,11.0,3.0,0.0,0.0,0.0,1.0,0.0,159.0,132.0,240.0,24.0,29.0,0.0,75.0,59.0,360.0,MacBeth Sibaya,2,2002,2010,4,0.0,2.5,0.25,2.25,1.5,0.75,0.75,0.0,0.0,0.25,0.0,39.75,33.0,18.75,14.75,60.0,54.247052518756696,58.581189710610936,30.17282958199357,52.7853697749196,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,28.408360128617364,12.755531151724227,48.94661039657021
1422161,0.0,8,2.0,5.0,12.0,6.0,2.0,2.0,11.0,3.0,4.0,0.0,42.0,10.0,137.0,98.0,260.0,16.0,26.0,0.0,100.0,64.0,316.0,Javier De Pedro,1,2002,2002,4,0.0,2.278481012658228,0.569620253164557,3.4177215189873418,1.7088607594936709,0.569620253164557,3.132911392405063,0.8544303797468354,1.139240506329114,11.962025316455696,2.848101265822785,39.01898734177215,27.91139240506329,28.481012658227847,18.227848101265824,74.05063291139241,60.34297963558413,60.95927116827438,99.2524115755627,65.82797427652733,False,False,True,False,1,False,False,True,False,1,False,False,True,False,1,False,False,True,False,1,38.909431939978575,18.600337712709287,71.59565916398714
1422173,0.0,3,0.0,3.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,96.0,64.0,163.0,20.0,19.0,0.0,51.0,33.0,270.0,Zeljko Milinovic,1,2002,2002,3,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,32.0,21.33333333333333,17.0,11.0,54.333333333333336,32.804126473740624,19.78161843515541,26.872990353697748,32.34324758842443,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,13.022508038585215,6.075787311958377,27.950495712754552
1422177,0.0,0,0.0,0.0,4.0,2.0,6.0,9.0,2.0,0.0,0.0,0.0,1.0,0.0,99.0,73.0,156.0,23.0,21.0,0.0,60.0,43.0,270.0,Ales Ceh,1,2002,2002,3,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,33.0,24.33333333333333,20.0,14.333333333333334,52.0,17.85235798499464,58.64817792068595,30.14871382636656,40.04421221864952,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,40.79581993569131,17.234233295654125,36.67336548767417
1422200,0.0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,78.0,151.0,16.0,11.0,0.0,38.0,26.0,270.0,Isaac Okoronkwo,1,2002,2002,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,30.33333333333333,26.0,12.666666666666666,8.666666666666666,50.333333333333336,23.419078242229364,7.428992497320472,22.922025723472668,26.217845659163988,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,18.78885316184352,8.50333519431498,19.996985530546624
1422211,0.0,2,0.0,0.0,12.0,6.0,3.0,14.0,2.0,0.0,0.0,0.0,7.0,1.0,167.0,139.0,261.0,41.0,34.0,0.0,86.0,66.0,416.0,Owen Hargreaves,2,2002,2006,6,0.0,0.4326923076923077,0.0,2.5961538461538463,1.2980769230769231,0.6490384615384616,0.4326923076923077,0.0,0.0,1.514423076923077,0.2163461538461538,36.12980769230769,30.072115384615387,18.605769230769237,14.278846153846157,56.46634615384616,25.120578778135044,55.39924973204717,39.67845659163987,46.262057877813504,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,30.278670953912123,12.746461200173094,41.615085744908896
1422213,0.0,6,0.0,4.0,2.0,1.0,1.0,11.0,5.0,0.0,0.0,0.0,1.0,0.0,167.0,139.0,212.0,14.0,23.0,0.0,87.0,66.0,360.0,Nicky Butt,1,2002,2002,4,0.0,1.5,0.0,0.5,0.25,0.25,1.25,0.0,0.0,0.25,0.0,41.75,34.75,21.75,16.5,53.0,37.37942122186495,17.812165058949624,34.12781350482315,55.74758842443731,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,37.93542336548769,15.555147675756812,36.26674705251876
1422217,0.0,1,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,74.0,177.0,31.0,17.0,0.0,28.0,16.0,374.0,Johan Mjallby,1,2002,2002,4,0.0,0.2406417112299465,0.2406417112299465,0.2406417112299465,0.2406417112299465,0.7219251336898395,0.0,0.0,0.0,0.0,0.0,22.379679144385022,17.80748663101604,6.737967914438502,3.850267379679144,42.59358288770053,31.07583065380493,21.28885316184352,18.938906752411576,8.37620578778135,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,22.699624866023576,9.319299782694896,19.919949088960344
1422220,1.0,10,3.0,2.0,21.0,10.0,25.0,7.0,6.0,1.0,2.0,0.0,16.0,7.0,210.0,163.0,373.0,50.0,44.0,0.0,160.0,119.0,540.0,Fredrik Ljungberg,2,2002,2006,6,0.1666666666666666,1.6666666666666667,0.5,3.5,1.6666666666666667,4.166666666666667,1.0,0.1666666666666666,0.3333333333333333,2.6666666666666665,1.1666666666666667,35.0,27.166666666666668,26.666666666666668,19.83333333333333,62.16666666666666,69.06484458735262,87.21864951768488,76.03295819935691,58.61334405144694,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,True,False,False,1,28.605305466237944,12.021422726249162,72.73244908896034
1422223,1.0,15,7.0,6.0,2.0,1.0,14.0,22.0,9.0,1.0,1.0,4.0,3.0,1.0,92.0,66.0,185.0,36.0,63.0,0.0,70.0,48.0,420.0,Marcus Allbäck,2,2002,2006,8,0.2142857142857142,3.214285714285714,1.5,0.4285714285714285,0.2142857142857142,3.0,1.9285714285714284,0.2142857142857142,0.2142857142857142,0.6428571428571428,0.2142857142857142,19.71428571428571,14.142857142857142,14.999999999999998,10.285714285714285,39.64285714285714,87.45310825294747,45.31082529474812,64.64228295819936,13.963022508038586,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,73.49008574490888,31.120566486213463,52.84230975348338
1422226,0.0,4,0.0,2.0,5.0,3.0,1.0,7.0,5.0,1.0,1.0,0.0,14.0,5.0,209.0,172.0,314.0,13.0,23.0,0.0,119.0,90.0,360.0,Erik Edman,1,2006,2006,4,0.0,1.0,0.0,1.25,0.75,0.25,1.25,0.25,0.25,3.5,1.25,52.25,43.0,29.75,22.5,78.5,32.804126473740624,35.02813504823151,79.81913183279742,83.93086816720258,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,51.12674169346195,27.754755950385483,57.89556538049303
1422230,1.0,13,4.0,7.0,8.0,7.0,6.0,9.0,7.0,1.0,1.0,0.0,16.0,6.0,157.0,120.0,246.0,24.0,22.0,1.0,118.0,88.0,352.0,Anders Svensson,2,2002,2006,5,0.2556818181818182,3.3238636363636367,1.0227272727272727,2.0454545454545454,1.7897727272727273,1.5340909090909092,1.7897727272727273,0.2556818181818182,0.2556818181818182,4.090909090909091,1.5340909090909092,40.14204545454545,30.681818181818183,30.170454545454547,22.5,62.89772727272727,86.79662379421222,70.73954983922829,84.7387459807074,67.39549839228296,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,19.401125401929264,9.77418607674204,77.41760450160771
1422237,0.0,8,2.0,3.0,6.0,3.0,2.0,1.0,3.0,2.0,1.0,0.0,15.0,0.0,118.0,89.0,184.0,12.0,15.0,1.0,87.0,65.0,316.0,Kléberson,2,2002,2010,6,0.0,2.278481012658228,0.569620253164557,1.7088607594936709,0.8544303797468354,0.569620253164557,0.8544303797468354,0.569620253164557,0.2848101265822785,4.272151898734177,0.0,33.607594936708864,25.348101265822784,24.77848101265823,18.512658227848103,52.40506329113924,60.34297963558413,44.7414255091104,66.81270096463022,49.381028938906745,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,22.071275455519825,10.074557302700656,55.31953376205787
1422241,0.0,3,1.0,1.0,2.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,109.0,246.0,35.0,23.0,0.0,64.0,37.0,450.0,Alpay Özalan,1,2002,2002,5,0.0,0.6,0.2,0.4,0.2,1.2,0.0,0.0,0.0,0.0,0.0,29.6,21.8,12.8,7.4,49.2,35.96596998928189,30.32556270096463,18.938906752411576,21.362540192926044,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,17.027063236870312,7.91023042169591,26.648244908896032
1422244,0.0,2,1.0,1.0,7.0,2.0,5.0,12.0,4.0,0.0,0.0,0.0,10.0,1.0,163.0,136.0,265.0,17.0,22.0,0.0,72.0,53.0,319.0,Hakan Ünsal,1,2002,2002,4,0.0,0.5642633228840126,0.2821316614420063,1.974921630094044,0.5642633228840126,1.4106583072100314,1.1285266457680252,0.0,0.0,2.8213166144200628,0.2821316614420063,45.98746081504702,38.36990595611285,20.313479623824453,14.952978056426334,74.76489028213166,38.61200428724544,55.89496248660236,50.984726688102896,66.64790996784566,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,28.035905680600223,11.629232264165758,53.034900857449095
1422245,1.0,1,1.0,0.0,1.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,116.0,238.0,35.0,32.0,0.0,77.0,37.0,520.0,Bülent Korkmaz,1,2002,2002,6,0.173076923076923,0.173076923076923,0.173076923076923,0.173076923076923,0.0,0.5192307692307693,0.0,0.0,0.0,0.0,0.0,28.73076923076923,20.07692307692308,13.326923076923077,6.403846153846154,41.19230769230769,41.44560557341908,11.783226152197214,18.938906752411576,16.366559485530544,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,29.662379421221864,13.210458221880694,22.133574490889604
