id,name,finisher_score,dribbler_score,chance_creator_score,play_organizer_score,finisher_score_elite_90,dribbler_score_elite_90,chance_creator_score_elite_90,play_organizer_score_elite_90,n_elite_roles_90,finisher_score_elite_95,dribbler_score_elite_95,chance_creator_score_elite_95,play_organizer_score_elite_95,n_elite_roles_95,finisher_score_elite_99,dribbler_score_elite_99,chance_creator_score_elite_99,play_organizer_score_elite_99,n_elite_roles_99,finisher_score_elite_85,dribbler_score_elite_85,chance_creator_score_elite_85,play_organizer_score_elite_85,n_elite_roles_85,role_score_range,role_score_std,role_score_avg,minutesPlayed,world_cups_played
223,Daniel Van Buyten,36.053054662379424,30.89496248660236,28.352090032154344,43.94694533762058,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,15.59485530546624,6.881401563778889,34.811763129689176,840.0,2
228,Ebbe Sand,80.10450160771704,65.57475884244373,31.350482315112536,29.40514469453376,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,50.69935691318328,25.235258144285893,51.60872186495177,505.0,2
235,Juan,53.40969989281887,14.817792068595926,27.463826366559488,47.041800643086816,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,38.59190782422294,17.759222562411537,35.68327974276528,900.0,2
238,Khalid Boulahrouz,17.85235798499464,48.80760986066451,23.870578778135048,54.19614147909969,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,36.34378349410505,17.99501955220663,36.18167202572347,382.0,2
240,Roque Junior,17.85235798499464,48.26500535905681,27.785369774919616,28.665594855305464,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,30.412647374062168,12.730694852327861,30.642081993569136,540.0,1
243,Mišo Brečko,23.419078242229364,40.71543408360129,35.241157556270096,41.133440514469456,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,17.71436227224009,8.254218854341582,35.12727759914255,270.0,1
251,Christian Poulsen,42.041800643086816,13.47802786709539,39.80707395498392,84.67845659163987,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,71.20042872454448,29.460323950508077,45.001339764201504,376.0,2
258,Bernd Schneider,52.41157556270097,63.16988210075026,94.0032154340836,77.30707395498392,False,False,True,False,1,False,False,False,False,0,False,False,False,False,0,False,False,True,False,1,41.59163987138263,18.01551943282872,71.7229367631297,1161.0,2
260,Carsten Ramelow,41.191050375133976,36.97079314040729,36.16961414790997,60.57475884244373,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,24.40514469453376,11.446082732602806,43.726554126473744,355.0,1
262,Marko Babić,49.718649517684895,84.37834941050374,49.7467845659164,51.965434083601295,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,34.65969989281885,16.98334575984901,58.95230439442658,270.0,1
290,Raphael Wicky,30.868167202572348,41.592979635584136,35.064308681672024,66.65996784565917,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,35.791800643086816,16.02847809022459,43.54635584137192,380.0,1
291,Mehdi Mahdavikia,73.89469453376206,79.57529474812434,92.83762057877814,56.241961414791,False,False,True,False,1,False,False,False,False,0,False,False,False,False,0,False,False,True,False,1,36.59565916398714,15.172064935931779,75.63739281886389,540.0,2
295,Willy Sagnol,22.059217577706324,50.087084673097536,62.81752411575562,54.356913183279744,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,40.7583065380493,17.658377351975325,47.33018488745981,660.0,1
296,Lúcio,35.02143622722401,64.38236870310824,30.522508038585208,30.86816720257235,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,33.85986066452303,16.251578643802006,40.198620042872456,1530.0,3
301,Martín Demichelis,38.87325830653805,14.92497320471597,27.17443729903537,40.19292604501608,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,25.26795284030011,11.79733075668177,30.291398713826368,780.0,2
310,Bixente Lizarazu,60.872186495176855,80.16479099678457,64.4815112540193,77.80948553054662,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,19.29260450160772,9.579716148929299,70.83199356913184,864.0,2
313,Torsten Frings,59.40514469453376,64.56323687031083,77.15032154340835,79.19614147909968,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,19.79099678456592,9.617357342695803,70.07871114683815,1172.0,2
316,Zé Roberto,55.43944265809218,40.53456591639871,41.36254019292605,76.31832797427653,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,35.783762057877816,16.731488909581717,53.413719185423375,381.0,2
318,Michael Ballack,88.2636655948553,62.86173633440514,77.68086816720258,81.28617363344051,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,25.40192926045016,10.716046344882582,77.52311093247587,1050.0,2
319,Jens Jeremies,53.67095391211146,83.15246516613077,38.9871382636656,76.88906752411576,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,44.16532690246517,20.51466394152837,63.1749062165059,528.0,2
320,Róbert Vittek,94.62754555198283,66.57958199356914,40.78778135048232,29.55787781350482,True,False,False,False,1,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,65.06966773847802,28.984772471796795,57.888196677384784,353.0,1
326,Bastian Schweinsteiger,66.69346195069667,73.7004287245445,82.92604501607715,97.06591639871382,False,False,False,True,1,False,False,False,True,1,False,False,False,False,0,False,False,False,True,1,30.37245444801715,13.1214655509875,80.09646302250803,1655.0,3
335,Roque Santa Cruz,82.06055734190782,73.83440514469454,62.85369774919616,56.59967845659164,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,25.460878885316184,11.334144156890222,68.83708467309754,855.0,3
356,Tranquillo Barnetta,76.20578778135048,58.922829581993575,89.4935691318328,71.34244372990354,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,True,False,1,30.570739549839224,12.639877960464778,73.9911575562701,617.0,2
360,Josip Šimunić,33.487406216505896,26.85557341907824,18.938906752411576,20.679260450160776,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,14.54849946409432,6.605161648767151,24.99028670953912,540.0,2
369,Per Mertesacker,26.560825294748128,11.481779206859594,26.145498392282963,54.228295819935695,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,42.7465166130761,17.851171546246444,29.604099678456596,1666.0,3
371,Niko Kovač,60.06832797427652,68.36146838156485,53.677652733118975,54.98392282958199,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,14.683815648445872,6.656748405979781,59.272842979635584,460.0,2
380,Michael Tarnat,64.18810289389067,66.05707395498392,70.87218649517685,70.32154340836014,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,6.684083601286176,3.259132492746132,67.8597266881029,280.0,1
412,Fernando Meira,24.87272240085745,13.02250803858521,18.938906752411576,17.978295819935692,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,11.850214362272242,4.861903314714707,18.703108252947484,660.0,1
487,Ümit Davala,73.98847802786709,28.161843515541264,73.35610932475883,45.12861736334405,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,45.826634512325825,22.473236411613186,55.15876205787781,522.0,1
492,Miroslav Klose,94.975884244373,78.7245444801715,62.88585209003217,10.192926045016078,True,False,False,False,1,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,84.78295819935693,36.74916956656841,61.69480171489818,1793.0,4
505,Nelson Haedo Valdez,71.2218649517685,87.2454448017149,43.657556270096464,18.657556270096464,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,True,False,False,1,68.58788853161843,30.28855016250464,55.19560557341907,582.0,2
517,Laurén,53.2623258306538,82.36200428724544,64.33279742765274,65.01607717041801,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,29.09967845659164,12.020460532459989,66.2433011789925,275.0,2
518,Cesc Fàbregas,69.2390139335477,64.08092175777064,87.41559485530547,99.76688102893893,False,False,False,True,1,False,False,False,True,1,False,False,False,True,1,False,False,True,True,2,35.68595927116829,16.481033559084864,80.12560289389069,374.0,3
520,Sol Campbell,42.88585209003215,60.71811361200429,27.632636655948552,12.411575562700966,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,48.30653804930332,20.694570073761064,35.91204448017149,874.0,3
524,Sebastian Larsson,22.2467845659164,10.383172561629154,66.08118971061093,60.55868167202573,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,55.698017148981776,27.659161755041488,39.81745712754555,318.0,1
530,Philippe Senderos,49.31672025723472,27.94078242229368,18.938906752411576,44.96382636655949,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,30.377813504823145,14.279367949679,35.290058949624864,350.0,3
531,Gilberto Silva,33.547695605573416,31.47775991425509,35.62299035369775,77.19453376205789,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,45.7167738478028,21.888043789012098,44.46074490889604,1323.0,3
533,Emmanuel Eboué,33.55439442658092,61.595659163987136,63.30787781350482,73.29581993569133,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,39.74142550911041,17.0551743024638,57.938437834941055,521.0,2
534,Kolo Touré,40.15273311897106,21.764469453376208,35.092443729903536,28.80627009646302,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,18.38826366559485,7.954112280345945,31.453979099678456,540.0,3
536,Johan Djourou,19.87540192926045,27.666130760986064,20.534565916398712,35.19694533762058,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,15.321543408360135,7.17888919516662,25.81826098606645,566.0,3
542,Olof Mellberg,37.41961414790997,23.365487674169344,39.73874598070741,36.90916398713826,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,16.373258306538062,7.431233032870156,34.35825294748125,734.0,2
543,Martin Laursen,21.422829581993568,36.38799571275455,27.303054662379424,38.34807073954984,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,16.925241157556272,7.923422349292013,30.865487674169348,360.0,1
553,Ulises de la Cruz,31.77920685959272,79.45471596998927,70.82395498392283,88.95900321543408,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,True,1,57.17979635584136,25.100924820155438,67.75422025723472,630.0,2
579,Emile Heskey,76.60771704180064,57.32851018220793,56.53938906752411,30.803858520900327,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,45.80385852090031,18.794760907019416,55.31986870310825,549.0,2
598,Lucas Neill,25.060289389067524,31.20980707395498,41.68810289389067,73.05064308681672,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,47.9903536977492,21.33352988185727,42.75221061093248,630.0,2
601,Brett Emerton,34.7467845659164,42.497320471597,51.71623794212219,55.18488745980708,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,20.43810289389068,9.236447411834169,46.036307609860664,521.0,2
607,Teboho Aaron Mokoena,27.304394426580924,12.232047159699894,18.938906752411576,17.885852090032152,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,15.07234726688103,6.217732543661275,19.090300107181136,540.0,2
619,Ryan William Nelsen,17.85235798499464,30.419346195069664,18.938906752411576,23.573151125401928,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,12.566988210075024,5.715361994138736,22.69594051446945,270.0,1
663,Carlos Bocanegra,31.9935691318328,24.39710610932476,44.42524115755627,32.93006430868167,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,20.028135048231512,8.262396761598211,33.43649517684887,570.0,2
668,Brian McBride,79.59539121114683,48.09753483386924,48.74196141479099,33.062700964630224,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,46.53269024651661,19.539790751818707,52.37439710610931,812.0,3
674,Papa Bouba Diop,88.16318327974277,48.01714898177921,33.15514469453377,33.7459807073955,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,55.008038585209,25.85813027719547,50.770364415862815,468.0,1
697,Steve Finnan,17.85235798499464,19.15192926045016,50.369774919614144,74.07556270096464,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,56.22320471597,27.038928434104577,40.362406216505896,345.0,1
701,Steven Gerrard,78.2154340836013,38.39764201500537,83.80225080385853,83.17524115755626,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,45.40460878885316,21.810306810143057,70.89764201500536,967.0,3
708,Xabi Alonso,69.70793140407288,36.95739549839228,45.984726688102896,98.68167202572349,False,False,False,True,1,False,False,False,True,1,False,False,False,False,0,False,False,False,True,1,61.724276527331206,27.603159177382707,62.83293140407289,1019.0,3
710,Dietmar Hamann,53.818327974276535,70.90032154340837,48.13102893890675,77.28295819935691,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,29.15192926045016,13.795356894655097,62.533159163987136,839.0,2
714,Fernando Morientes,97.86977491961414,62.66077170418007,32.06993569131832,30.70739549839228,True,False,False,False,1,True,False,False,False,1,False,False,False,False,0,True,False,False,False,1,67.16237942122186,31.673795654696875,55.8269694533762,464.0,2
723,Jamie Carragher,34.61950696677385,18.696409431939976,35.57877813504823,52.36334405144694,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,33.66693461950696,13.752295273484695,35.31450964630225,297.0,2
743,El-Hadji Diouf,59.55921757770633,99.15594855305466,74.2725080385852,43.380225080385856,False,True,False,False,1,False,True,False,False,1,False,True,False,False,1,False,True,False,False,1,55.7757234726688,23.682961360182667,69.09197481243301,468.0,1
745,Gary Neville,17.85235798499464,31.63853161843516,28.601286173633447,30.695337620578776,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,13.78617363344052,6.357670517099327,27.196878349410504,510.0,2
748,Rio Ferdinand,39.73740621650589,9.606109324758842,20.188906752411576,31.334405144694536,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,30.13129689174705,13.130707919907042,25.216706859592712,896.0,2
750,Cristiano Ronaldo,96.63719185423363,83.25294748124331,61.05707395498392,37.138263665594856,True,False,False,False,1,True,False,False,False,1,False,False,False,False,0,True,False,False,False,1,59.49892818863878,26.10321754341781,69.52136923901394,2206.0,6
751,Wayne Rooney,83.65487674169347,72.7759914255091,72.0176848874598,34.42926045016077,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,49.2256162915327,21.526867197829922,65.71945337620578,789.0,3
761,Paul Scholes,76.20578778135048,77.04983922829582,55.79581993569131,68.90273311897107,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,21.25401929260451,9.834097420661218,69.48854501607717,742.0,2
767,Quinton Fortune,55.65380493033226,88.06270096463022,89.70257234726688,66.37861736334405,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,True,True,False,2,34.04876741693462,16.687251227531316,74.94942390139336,504.0,2
770,Gerard Piqué,48.7406216505895,26.68810289389068,36.22186495176849,92.0016077170418,False,False,False,True,1,False,False,False,False,0,False,False,False,False,0,False,False,False,True,1,65.3135048231511,28.842491805292937,50.913049303322616,1140.0,3
800,Celestine Babayaro,20.558681672025724,37.834941050375136,44.36093247588424,77.41157556270097,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,56.85289389067525,23.802155709519173,45.04153269024652,426.0,2
804,Michael Reiziger,17.85235798499464,51.13210075026796,30.38183279742765,70.21302250803858,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,52.36066452304394,23.07117081969115,42.39482851018221,327.0,1
833,Mark Viduka,73.21141479099678,37.39951768488746,47.09807073954984,16.410771704180064,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,56.80064308681672,23.570835578186287,43.52994372990354,360.0,1
854,Thomas Helveg,39.61682743837085,58.48070739549839,43.16318327974277,45.96463022508039,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,18.863879957127544,8.204897139156508,46.8063370846731,724.0,2
867,Aliou Cisse,32.02706323687031,33.17256162915327,26.977491961414795,25.715434083601288,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,7.457127545551984,3.6768128035335432,29.47313772775992,378.0,1
895,Andreas Jakobsson,21.074490889603428,13.585209003215432,18.938906752411576,12.86977491961415,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,8.204715969989278,4.0205276773350205,16.617095391211148,374.0,1
896,Graeme Le Saux,30.58011789924973,67.08869239013934,88.85048231511254,52.95016077170418,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,True,False,1,58.270364415862815,24.479646073513816,59.867363344051455,341.0,1
910,Henri Camara,88.35075026795283,83.40702036441586,89.16800643086818,33.23151125401929,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,True,False,True,False,2,55.93649517684889,26.992130103181722,73.53932207931403,310.0,1
917,Peter Crouch,88.85316184351554,72.97695605573419,44.56993569131832,56.23392282958199,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,44.283226152197216,19.365797483511802,65.65849410503752,338.0,2
936,Reto Ziegler,37.13156484458735,21.12808145766345,53.13504823151125,15.124598070739548,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,38.0104501607717,17.082670565712974,31.6298231511254,270.0,1
943,Robbie Keane,96.268756698821,79.7293676312969,36.7403536977492,29.40916398713826,True,False,False,False,1,True,False,False,False,1,False,False,False,False,0,True,False,False,False,1,66.85959271168274,32.55932002834515,60.536910503751336,390.0,1
989,Sibusiso Zuma,55.51312968917471,79.94372990353698,67.89389067524115,37.837620578778136,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,42.10610932475884,17.99088549735595,60.297092711682744,270.0,1
1006,Abou Diaby,23.419078242229364,89.91157556270097,46.06109324758842,54.69453376205788,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,True,False,False,1,66.49249732047161,27.612962368185173,53.52157020364416,270.0,1
1047,Nwankwo Kanu,68.64951768488746,85.78510182207931,42.375401929260455,67.47186495176848,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,True,False,False,1,43.40969989281886,17.876785258437625,66.07047159699893,308.0,3
1053,Bacary Sagna,17.85235798499464,29.983922829582,75.62700964630224,73.33199356913184,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,57.7746516613076,29.62359548640615,49.19882100750268,360.0,2
1057,Junichi Inamoto,73.91479099678457,69.48017148981779,28.89871382636656,47.03778135048232,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,45.016077170418015,20.912572082786873,54.832864415862815,403.0,3
1068,Hassan Yebda,63.63210075026796,57.723740621650585,38.5008038585209,60.65514469453376,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,25.131296891747063,11.344169999550319,55.1279474812433,288.0,2
1087,Danny Mills,41.35852090032154,61.039657020364416,58.508842443729904,32.06993569131832,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,28.969721329046095,13.881714680859481,48.24423901393355,450.0,1
1093,Claudio Reyna,58.86923901393354,63.86655948553056,73.58520900321544,95.22508038585208,False,False,False,True,1,False,False,False,True,1,False,False,False,False,0,False,False,False,True,1,36.355841371918544,16.097031821223922,72.88652197213291,850.0,3
1111,Trevor Sinclair,49.19614147909968,75.85075026795285,32.64469453376206,48.641479099678456,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,43.206055734190784,17.906542151983885,51.58326634512326,307.0,1
1143,Joseph Yobo,25.167470525187564,26.801982851018224,47.46382636655949,17.789389067524116,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,29.67443729903537,12.724471349613646,29.305667202572348,826.0,3
1156,Kevin Kilbane,50.68327974276527,78.18863879957128,79.09967845659165,58.00643086816721,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,28.416398713826375,14.349046539701154,66.49450696677386,390.0,1
1158,Tim Cahill,93.62272240085746,44.466773847802784,55.233118971061096,32.86977491961415,True,False,False,False,1,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,60.752947481243304,26.349435929957462,56.548097534833865,614.0,4
1196,Ricardo Carvalho,25.823954983922828,16.505894962486604,28.2355305466238,33.926848874598065,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,17.42095391211146,7.255824781489648,26.123057341907824,930.0,2
1204,Glen Johnson,45.67926045016077,57.12754555198285,71.06511254019293,80.7717041800643,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,35.092443729903536,15.423208315960022,63.66090568060021,537.0,2
1205,John Terry,33.70846730975348,29.052786709539124,24.89549839228296,55.582797427652736,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,30.687299035369776,13.664628724193268,35.80988745980707,840.0,2
1208,Joe Cole,77.84699892818864,88.64549839228296,84.83922829581994,68.36414790996785,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,True,False,False,1,20.281350482315105,8.91007140260111,79.92396838156485,450.0,3
1212,Geremi,47.30707395498393,67.83226152197214,94.52170418006432,91.90514469453376,False,False,True,True,2,False,False,False,False,0,False,False,False,False,0,False,False,True,True,2,47.21463022508039,22.245166109407762,75.39154608788854,465.0,2
1216,Frank Lampard,74.67845659163987,60.66452304394426,59.4694533762058,84.99598070739549,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,25.52652733118969,12.17650414149642,69.95210342979635,930.0,3
1217,Claude Makélélé,24.343515541264736,54.07288317256163,35.84003215434084,87.34324758842443,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,True,1,62.999732047159696,27.502888691723562,50.399919614147905,750.0,2
1221,Tiago Mendes,82.94480171489818,58.09217577706323,60.14871382636655,75.58681672025723,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,24.852625937834944,12.041876285317949,69.1931270096463,561.0,2
1222,Didier Drogba,86.9975884244373,71.61709539121115,57.60048231511254,13.416398713826368,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,73.58118971061093,31.68985204593681,57.40789121114684,520.0,3
1240,Jay Jay Okocha,71.12808145766344,93.23419078242227,72.97025723472669,92.60450160771704,False,True,False,True,2,False,False,False,False,0,False,False,False,False,0,False,True,False,True,2,22.106109324758833,12.075586137995826,82.48425777063235,684.0,3
1242,Ricardo Wayne Gardner,36.006162915326904,84.19748124330118,76.5032154340836,60.92845659163987,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,48.19131832797428,21.26569517353844,64.40882904608789,270.0,1
1246,Radhi Jaidi,40.82931404072883,24.48419078242229,30.116559485530548,23.452572347266887,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,17.376741693461945,7.9638446261468845,29.720659163987136,540.0,2
1264,Khalilou Fadiga,77.23070739549838,94.17872454448018,93.05466237942122,43.2274919614148,False,True,True,False,2,False,False,False,False,0,False,False,False,False,0,False,True,True,False,2,50.95123258306538,23.759015877875516,76.92289657020365,364.0,1
1274,Mark Fish,37.13156484458735,21.12808145766345,33.143086816720256,70.37379421221866,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,49.24571275455521,21.08058230235446,40.444131832797424,270.0,1
1275,Radostin Kishishev,17.85235798499464,38.390943193997856,22.922025723472668,64.90755627009646,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,47.055198285101824,21.148147379528748,36.01822079314041,270.0,1
1367,Lukas Podolski,91.34512325830654,58.48070739549839,65.03215434083602,43.83440514469454,True,False,False,False,1,False,False,False,False,0,False,False,False,False,0,True,False,False,False,1,47.510718113612,19.8672483764286,64.67309753483387,1220.0,3
1476,Du-Ri Cha,56.06913183279743,35.93917470525187,65.10852090032154,32.572347266881025,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,32.53617363344051,15.70513051192976,47.42229367631297,420.0,2
1477,Jermaine Jones,79.60209003215435,69.49356913183279,66.5032154340836,48.420418006430864,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,31.181672025723486,12.993802552400389,66.0048231511254,390.0,1
1602,Bradley Carnell,23.419078242229364,51.493837084673096,42.01768488745981,81.36254019292605,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,False,False,False,False,0,57.94346195069669,24.18935640744878,49.57328510182208,270.0,1
